"study_id","first_author","pubyear","papers","effect_sizes","experiments","toedieningsroute","drug","drug_class","dose_unit","dose","unit","hed","hed2","frequency","timing","multiplication_factor_es","anxiety_test","type_of_outcome","type_of_anxiety_test","species","strain","disease","mean_treatment_group","se_treatment_group","n_treatment_group","sd_treatment_group","mean_control_group","se_control_group","n_control_group","sd_control_group","sex","id_sample","Sample","dose2"
"Seillier_2011_18_5","Seillier",2011,5,18,5,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",36.7460317460317,NA,8,6.86557087357468,25.4369588744589,NA,8,7.68723308787515,"Male","5","URB597unconditioned",NA
"Seillier_2011_19_5","Seillier",2011,5,19,5,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",45.3855732209565,NA,8,3.36351854098711,25.4369588744589,NA,8,7.68723308787515,"Male","5","URB597unconditioned",NA
"Seillier_2011_20_5","Seillier",2011,5,20,5,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.162,0.026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",49.4904891304348,NA,8,9.09737990378538,25.4369588744589,NA,8,7.68723308787515,"Male","5","URB597unconditioned",NA
"Seillier_2011_21_5","Seillier",2011,5,21,5,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",43.6725517559496,NA,8,2.96302513447142,30.5851379013144,NA,8,4.96207884910541,"Male","5","URB597unconditioned",NA
"Seillier_2013_22_6","Seillier",2013,6,22,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",509.25,NA,8,16.2004739789568,695,NA,8,7.00510018282598,"Male","6","URB597unconditioned",NA
"Seillier_2013_23_6","Seillier",2013,6,23,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",522.25,NA,8,16.1054006026373,695,NA,8,7.00510018282598,"Male","6","URB597unconditioned",NA
"Seillier_2013_24_6","Seillier",2013,6,24,6,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.162,0.026244,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",586.5,NA,8,16.4761732727683,695,NA,8,7.00510018282598,"Male","6","URB597unconditioned",NA
"Seillier_2013_25_6","Seillier",2013,6,25,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",868,NA,8,31.3243401481066,1114.5,NA,8,52.8086167211375,"Male","6","URB597unconditioned",NA
"Seillier_2013_26_6","Seillier",2013,6,26,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",793.5,NA,8,12.388070298246,959,NA,8,10.1770048919821,"Male","6","URB597unconditioned",NA
"Seillier_2013_27_6","Seillier",2013,6,27,6,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",691.5,NA,8,11.283679744278,862.5,NA,8,22.220486043289,"Male","6","URB597unconditioned",NA
"Servadio_2016_28_7","Servadio",2016,7,28,7,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",33.373,NA,13,16.916,37.78,NA,17,10.014,"Male","7","URB597unconditioned",NA
"Bambico_2016_29_8","Bambico",2016,8,29,8,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Sprague-Dawley","No",45.4304635761589,7.8807947019867,6.5,20.0921629840244,42.8807947019867,11.1258278145695,6.5,28.3654065656816,"Male","8","URB597unconditioned",NA
"Bambico_2016_30_9","Bambico",2016,8,30,9,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",49.1119005328596,11.8117229129663,6.5,30.1141028111831,26.7317939609236,12.4333925399645,6.5,31.699055590719,"Male","8","URB597unconditioned",NA
"Bambico_2016_31_9","Bambico",2016,8,31,9,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",90.1420959147425,27.9751332149195,6.5,71.3228750791161,26.7317939609236,12.4333925399645,6.5,31.699055590719,"Male","8","URB597unconditioned",NA
"Bambico_2016_32_10","Bambico",2016,8,32,10,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",1,"NSF",NA,"Unconditioned","rats","Sprague-Dawley","No",391.764705882353,41.176470588235,6.5,104.979813515145,561.176470588235,34.117647058823,6.5,86.9832740554049,"Male","8","URB597unconditioned",NA
"Bambico_2016_33_11","Bambico",2016,8,33,11,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"MD","acute",1,"NSF",NA,"Unconditioned","rats","Sprague-Dawley","No",294.975688816855,48.784440842788,7,129.071498319359,487.844408427876,44.246353322529,7,117.064847312908,"Male","8","URB597unconditioned",NA
"Bambico_2016_34_12","Bambico",2016,8,34,12,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",1,"NSF",NA,"Unconditioned","rats","Sprague-Dawley","No",179.666666666666,85.166666666667,7.5,233.238522404284,448,59.5,7.5,162.947460857787,"Male","8","URB597unconditioned",NA
"Batista_2021_35_13","Batista",2021,9,35,13,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",1,"Doxapram",NA,"Unconditioned","rats","Doxapram treated","No",192,NA,5,62.20932,215,NA,6,22.58318,"Male","9","URB597unconditioned",NA
"Batista_2021_36_13","Batista",2021,9,36,13,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"Doxapram",NA,"Unconditioned","rats","Doxapram treated","No",234,NA,5,32.86335,215,NA,6,22.58318,"Male","9","URB597unconditioned",NA
"Batista_2021_37_13","Batista",2021,9,37,13,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.162,0.026244,"SD","acute",1,"Doxapram",NA,"Unconditioned","rats","Doxapram treated","No",264,NA,5,77.65308,215,NA,6,22.58318,"Male","9","URB597unconditioned",NA
"Busquets-Garcia_2011_38_14","Busquets-Garcia",2011,10,38,14,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino and C57BL/6J","No",16.13965744,3.03030303,12.5,10.7137391078157,10.01317523,1.712779974,12.5,6.05559167147959,"Male","10","URB597unconditioned",NA
"Busquets-Garcia_2011_39_14","Busquets-Garcia",2011,10,39,14,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino and C57BL/6J","No",34.92268041,3.092783505,12.5,10.934640945637,25.90206186,1.288659794,12.5,4.5561003948993,"Male","10","URB597unconditioned",NA
"Busquets-Garcia_2011_40_14","Busquets-Garcia",2011,10,40,14,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino and C57BL/6J","No",42.10110585,1.342812,12.5,4.74755735529333,34.36018957,1.81674566,12.5,6.42316587938613,"Male","10","URB597unconditioned",NA
"Busquets-Garcia_2011_41_14","Busquets-Garcia",2011,10,41,14,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino and C57BL/6J","No",27.17557252,2.259541985,9,6.778625955,18.44274809,3.114503817,9,9.343511451,"Male","10","URB597unconditioned",NA
"Busquets-Garcia_2011_42_14","Busquets-Garcia",2011,10,42,14,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","Swiss albino and C57BL/6J","No",32.30534351,1.648854962,9,4.946564886,18.44274809,3.114503817,9,9.343511451,"Male","10","URB597unconditioned",NA
"Danandeh_2018_43_15","Danandeh",2018,11,43,15,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",0.632627646,0.02988792,8,0.0845358036302442,0.640099626,0.067247821,8,0.190205560996476,"Male","11","URB597unconditioned",NA
"Danandeh_2018_44_15","Danandeh",2018,11,44,15,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","Yes",0.653798257,0.04607721,8,0.130326030596626,0.879202989,0.04234122,8,0.119759055142846,"Male","11","URB597unconditioned",NA
"Danandeh_2018_45_15","Danandeh",2018,11,45,15,"i.p.","URB597","AEA hydrolysis inhibitor","0.03 mg/kg",0.03,"mg/kg",0.00486,2.36196e-05,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","Yes",0.868092692,0.035650624,8,0.100835191935728,0.935828877,0.017825312,8,0.0504175959678638,"Male","11","URB597unconditioned",NA
"Danandeh_2018_46_15","Danandeh",2018,11,46,15,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","Yes",0.750445633,0.03030303,8,0.0857099120139976,0.935828877,0.017825312,8,0.0504175959678638,"Male","11","URB597unconditioned",NA
"Danandeh_2018_47_15","Danandeh",2018,11,47,15,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","Yes",0.654188948,0.046345811,8,0.13108574895076,0.935828877,0.017825312,8,0.0504175959678638,"Male","11","URB597unconditioned",NA
"Danandeh_2018_48_16","Danandeh",2018,11,48,16,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","Yes",0.569293478,0.04076087,8,0.115289150336253,0.911684783,0.017663043,8,0.0499586299267583,"Male","11","URB597unconditioned",NA
"Ferizovic_2020_49_17","Ferizovic",2020,12,49,17,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",12.083,7.292,11,24.1848279712716,16.417,4.109,11,13.6280112635703,"Female","12","URB597unconditioned",NA
"Ferizovic_2020_50_18","Ferizovic",2020,12,50,18,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","Yes",3.833,0.983,11,3.26024216891936,5.5,0.515,11,1.70806176703303,"Female","12","URB597unconditioned",NA
"Ferizovic_2020_51_19","Ferizovic",2020,12,51,19,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",15,1.193,11,3.95673337489399,15.417,2.378,11,7.88693375146514,"Male","12","URB597unconditioned",NA
"Ferizovic_2020_52_20","Ferizovic",2020,12,52,20,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","Yes",21.5,4.798,11,15.9131657441252,5.083,0.965,11,3.20054292269296,"Male","12","URB597unconditioned",NA
"Haller_2009_53_21","Haller",2009,13,53,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",19.30294906,3.887399464,13.5,14.2832176697532,9.785522788,2.54691689,13.5,9.35797019666435,"Male","13","URB597unconditioned",NA
"Haller_2009_54_21","Haller",2009,13,54,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",14.87935657,4.825737265,13.5,17.7308908979761,9.785522788,2.54691689,13.5,9.35797019666435,"Male","13","URB597unconditioned",NA
"Haller_2009_55_21","Haller",2009,13,55,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",20.66563467,4.566563467,13.5,16.7786255582773,15.24767802,3.405572755,13.5,12.5128732975115,"Male","13","URB597unconditioned",NA
"Haller_2009_56_21","Haller",2009,13,56,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",31.73374613,2.941176471,13.5,10.8065723961446,15.24767802,3.405572755,13.5,12.5128732975115,"Male","13","URB597unconditioned",NA
"Haller_2009_57_21","Haller",2009,13,57,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",10.11080332,2.770083102,13,9.98767666155734,4.986149584,2.908587258,13,10.4870604978802,"Male","13","URB597unconditioned",NA
"Haller_2009_58_21","Haller",2009,13,58,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",17.31301939,4.432132964,13,15.9802826613762,4.986149584,2.908587258,13,10.4870604978802,"Male","13","URB597unconditioned",NA
"Haller_2009_59_21","Haller",2009,13,59,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",31.46067416,5.47752809,10,17.3214647119518,11.23595506,3.230337079,10,10.2152227797353,"Male","13","URB597unconditioned",NA
"Haller_2009_60_21","Haller",2009,13,60,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",17.38609113,5.1558753,10,16.3043092798039,23.80095923,4.496402878,10,14.2188743722162,"Male","13","URB597unconditioned",NA
"Haller_2009_61_21","Haller",2009,13,61,21,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Sprague-Dawley","No",16.66666667,3.836930456,10,12.1334394646285,8.273381295,5.035971223,10,15.9251392957437,"Male","13","URB597unconditioned",NA
"Heinz_2017_62_22","Heinz",2017,14,62,22,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",1,"defense",NA,"Unconditioned","mice","HAB (High-Anxiety Behavior mice; originating from selective inbreeding of Crl:CD1(ICR))","Yes",29.89612842,NA,9,6.277712438,44.51558074,NA,10,4.2583096,"Male","14","URB597unconditioned",NA
"Heinz_2017_63_22","Heinz",2017,14,63,22,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"defense",NA,"Unconditioned","mice","HAB (High-Anxiety Behavior mice; originating from selective inbreeding of Crl:CD1(ICR))","Yes",30.59490085,3.569405099,9,10.708215297,44.51558074,NA,10,4.2583096,"Male","14","URB597unconditioned",NA
"Heinz_2017_64_23","Heinz",2017,14,64,23,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0243,0.00059049,"SD","acute",1,"defense",NA,"Unconditioned","mice","BALBc","No",21.414791,2.508038585,9,7.524115755,31.06109325,NA,7,3.531126409,"Male","14","URB597unconditioned",NA
"Heinz_2017_65_23","Heinz",2017,14,65,23,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",1,"defense",NA,"Unconditioned","mice","BALBc","No",28.55305466,2.31511254,9,6.94533762,31.06109325,NA,7,3.531126409,"Male","14","URB597unconditioned",NA
"Jankovic_2020_66_24","Jankovic",2020,15,66,24,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",33.27464789,3.873239437,11,12.8460819357364,38.9084507,3.169014085,11,10.5104306752964,"Male","15","URB597unconditioned",NA
"Jankovic_2020_67_25","Jankovic",2020,15,67,25,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","Yes",42.07746479,3.697183099,11,12.2621691206264,24.82394366,5.633802817,11,18.6852100868363,"Male","15","URB597unconditioned",NA
"Jankovic_2020_68_26","Jankovic",2020,15,68,26,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",33.97887324,3.697183099,11,12.2621691206264,34.15492958,2.464788732,11,8.17477941153985,"Female","15","URB597unconditioned",NA
"Jankovic_2020_69_27","Jankovic",2020,15,69,27,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"MD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","Yes",20.24647887,3.873239437,11,12.8460819357364,7.570422535,3.169014085,11,10.5104306752964,"Female","15","URB597unconditioned",NA
"Kathuria_2003_70_28","Kathuria",2003,16,70,28,"i.p.","URB597","AEA hydrolysis inhibitor","0.05 mg/kg",0.05,"mg/kg",0.0081,6.561e-05,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",40.99173554,1.983471074,8,5.61010338685106,31.40495868,3.636363636,8,10.2851895435031,"NI","16","URB597unconditioned",NA
"Kathuria_2003_71_28","Kathuria",2003,16,71,28,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",52.23140496,4.462809917,8,12.6227326218291,31.40495868,3.636363636,8,10.2851895435031,"NI","16","URB597unconditioned",NA
"Kathuria_2003_72_28","Kathuria",2003,16,72,28,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",53.57798165,3.669724771,8,10.3795490826494,29.35779817,4.403669725,8,12.4554588986136,"NI","16","URB597unconditioned",NA
"Komaki_2015_73_29","Komaki",2015,17,73,29,"i.p.","URB597","AEA hydrolysis inhibitor","0.03 mg/kg",0.03,"mg/kg",0.00486,2.36196e-05,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",45,4.029850746,10,12.7435069878887,40.97014925,2.820895522,10,8.92045489088962,"Male","17","URB597unconditioned",NA
"Komaki_2015_74_29","Komaki",2015,17,74,29,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0162,0.00026244,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",61.79104478,6.179104478,10,19.5400440506258,40.97014925,2.820895522,10,8.92045489088962,"Male","17","URB597unconditioned",NA
"Komaki_2015_75_29","Komaki",2015,17,75,29,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"AA",NA,"Unconditioned","rats","Wistar","No",66.62686567,7.253731343,10,22.9383125788321,40.97014925,2.820895522,10,8.92045489088962,"Male","17","URB597unconditioned",NA
"Lomazzo_2017_76_30","Lomazzo",2017,18,76,30,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CB57BL/6J","No",18.94904459,1.074840764,8,3.04010877168052,18.11305732,2.587579618,8,7.31878037899159,"Male","18","URB597unconditioned",NA
"Lomazzo_2017_77_31","Lomazzo",2017,18,77,31,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CB57BL/6J","Yes",18.67038217,1.751592357,8,4.95425133403691,10.23089172,0.835987261,8,2.36452904495467,"Male","18","URB597unconditioned",NA
"Lomazzo_2017_78_30","Lomazzo",2017,18,78,30,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CB57BL/6J","No",32.43432574,4.69352014,8,13.2752796745185,28.0910683,4.133099825,8,11.6901716543137,"Male","18","URB597unconditioned",NA
"Lomazzo_2017_79_31","Lomazzo",2017,18,79,31,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","CB57BL/6J","Yes",27.46059545,1.681260946,8,4.75532406344284,13.52014011,1.050788091,8,2.97207753894467,"Male","18","URB597unconditioned",NA
"Luque-Rojas_2013_80_32","Luque-Rojas",2013,19,80,32,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57B1/6J","No",3944.285714,267.142857,11,886.012622092568,3975.714286,345.714285,11,1146.60456801099,"Male","19","URB597unconditioned",NA
"Markey_2020_81_33","Markey",2020,20,81,33,"i.p.","URB597","AEA hydrolysis inhibitor","0.1-0.15 mg/kg",0.125,"mg/kg",0.010125,0.000102515625,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6","No",1.73,NA,12,1.66,1,NA,17,0.89,"Female","20","URB597unconditioned",NA
"Matricon_2016_82_34","Matricon",2016,21,82,34,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0486,0.00236196,"SD","acute",-1,"SIT",NA,"Unconditioned","rats","Wistar","No",354.375,NA,8,27.6334020836068,442.5,NA,8,31.8613065824812,"Male","21","URB597unconditioned",NA
"Micale_2009_83_35","Micale",2009,22,83,35,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",14.96,1.06,8,2.99813275223096,11.49,2.325,8,6.57609306503489,"Male","22","URB597unconditioned",NA
"Micale_2009_84_35","Micale",2009,22,84,35,"i.p.","URB597","AEA hydrolysis inhibitor","0.5 mg/kg",0.5,"mg/kg",0.0405,0.00164025,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",19.03,2.525,8,7.14177848998413,11.49,2.325,8,6.57609306503489,"Male","22","URB597unconditioned",NA
"Micale_2009_85_35","Micale",2009,22,85,35,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",25.21,3.911,8,11.0619784848824,11.49,2.325,8,6.57609306503489,"Male","22","URB597unconditioned",NA
"Micale_2009_86_35","Micale",2009,22,86,35,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0081,6.561e-05,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",17.07,3.795,10,12.000843720339,20.87,2.512,10,7.94364148234297,"Male","22","URB597unconditioned",NA
"Micale_2009_87_35","Micale",2009,22,87,35,"i.p.","URB597","AEA hydrolysis inhibitor","0.5 mg/kg",0.5,"mg/kg",0.0405,0.00164025,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",15.41,4.041,10,12.7787640247404,20.87,2.512,10,7.94364148234297,"Male","22","URB597unconditioned",NA
"Micale_2009_88_35","Micale",2009,22,88,35,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"MD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6J","No",33,2.202,10,6.96333540769077,20.87,2.512,10,7.94364148234297,"Male","22","URB597unconditioned",NA
"Moise_2008_89_36","Moise",2008,23,89,36,"i.p.","URB597","AEA hydrolysis inhibitor","0.1 mg/kg",0.1,"mg/kg",0.0135,0.00018225,"SD","acute",-1,"AA",NA,"Unconditioned","Cricetidae","Syrian","No",53.26086957,8.967391304,17,36.9735015326373,21.4673913,4.619565217,17,19.0469553341204,"Male","23","URB597unconditioned",NA
"Moise_2008_90_36","Moise",2008,23,90,36,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0405,0.00164025,"SD","acute",-1,"AA",NA,"Unconditioned","Cricetidae","Syrian","No",44.56521739,4.619565217,17,19.0469553341204,21.4673913,4.619565217,17,19.0469553341204,"Male","23","URB597unconditioned",NA
"Moise_2008_91_36","Moise",2008,23,91,36,"i.p.","URB597","AEA hydrolysis inhibitor","0.3 mg/kg",0.3,"mg/kg",0.0405,0.00164025,"SD","acute",-1,"AA",NA,"Unconditioned","Cricetidae","Syrian","No",44.08163265,4.489795918,18.5,19.3113424346381,20.95238095,4.489795918,18.5,19.3113424346381,"Male","23","URB597unconditioned",NA
"Moreira_2008_92_37","Moreira",2008,24,92,37,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6N","No",16.72,NA,12,6.484,13.08,NA,10,4.988,"Male","24","URB597unconditioned",NA
"Moreira_2008_93_37","Moreira",2008,24,93,37,"i.p.","URB597","AEA hydrolysis inhibitor","1 mg/kg",1,"mg/kg",0.081,0.006561,"SD","acute",-1,"AA",NA,"Unconditioned","mice","C57BL/6N","No",29.62,NA,6,4.631,21.67,NA,6,4.944,"Male","24","URB597unconditioned",NA
